Age,Fare,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_True,SibSp_False,SibSp_Unknown,Parch_True,Parch_False,Parch_Unknown
0.3125,0.1082149914547131,1,1,0,0,0,1,1,0,0,1,1,0
0.225,0.012678957201736696,0,0,0,1,0,1,1,0,0,1,1,0
0.2375,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.2647385704347907,0,1,0,0,0,1,1,1,0,1,1,0
0.0375,0.04113566043083236,0,0,0,1,1,0,1,0,0,1,0,0
0.0125,0.16038672010106,1,1,0,0,1,0,1,1,0,0,0,1
0.275,0.014151057562208049,1,0,0,1,1,0,1,1,0,1,1,0
0.3375,0.41282050681475896,0,1,0,0,0,1,1,1,0,1,0,0
0.25,0.007831878409428937,0,0,0,1,0,1,1,1,0,1,1,0
0.2375,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.525,0.4440992237022602,1,1,0,0,1,0,1,1,0,1,1,0
0.0125,0.030725752114070404,1,0,0,1,1,0,1,1,0,1,0,0
0.4,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.4375,0.10149724044618187,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.225,0.1434624456306609,0,0,1,0,0,1,1,1,0,1,1,0
0.0125,0.09154270340242172,0,0,0,1,0,1,1,0,0,1,0,0
0.45,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.015086393670319786,0,0,0,1,0,1,1,1,0,0,0,1
0.2125,0.023422440102965045,1,0,1,0,1,0,1,1,0,1,1,0
0.45,0.23422440102965045,1,1,0,0,0,1,1,0,0,1,0,0
0.2625,0.015216388212891242,1,0,0,1,0,1,1,1,0,1,1,0
0.35,0.015468569817999833,0,0,0,1,0,1,1,0,0,1,1,0
0.2875,0.22109807522194713,1,1,0,0,1,0,1,0,0,1,1,0
0.3,0.03259622914329302,1,0,0,1,1,0,1,1,0,1,0,0
0.275,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.3875,0.015330377421392339,0,0,0,1,1,0,1,1,0,1,1,0
0.575,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.2875,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.35,0.02469115560854232,1,0,1,0,1,0,1,1,0,1,1,0
0.4875,0.015468569817999833,1,0,0,1,0,1,1,1,0,1,1,0
0.325,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.2625,0.019177122834302632,0,0,0,1,1,0,1,0,0,1,1,0
0.35,0.030937139635999665,0,0,0,1,0,1,1,0,0,1,1,0
0.25,0.016908073949327893,0,0,0,1,1,0,1,1,0,1,1,0
0.425,0.04098927018018883,0,0,1,0,0,1,1,0,0,1,1,0
0.6375,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.0375,0.03659756266088288,1,0,1,0,0,1,1,0,0,1,0,0
0.2625,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.0375,0.04970768794751499,0,0,0,1,1,0,1,0,0,0,0,1
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.013386510079847098,0,0,0,1,0,1,1,1,0,0,0,1
0.4125,0.17566830077223786,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.042254293698436224,0,0,1,0,0,1,1,1,0,0,0,1
0.55,0.015468569817999833,1,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,1,0,1,1,0,0,0,1
0.425,0.06343577527886367,1,0,1,0,1,0,1,0,0,1,0,0
0.225,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,0,0
0.375,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.125,0.04713766070721715,0,0,0,1,1,0,1,1,0,1,0,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.2625,0.015094396337354966,0,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.015370976317570811,0,0,0,1,0,1,1,1,0,1,1,0
0.35,0.028106928123558056,0,0,0,1,1,0,1,0,0,1,0,0
0.225,0.039452172548431745,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.014151057562208049,0,0,0,1,0,1,1,1,0,0,0,1
0.35,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.2375,0.050748620223090936,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.4,0.015712553569072387,1,0,0,1,0,1,1,1,0,1,1,0
0.35,0.051822148727810165,1,1,0,0,0,1,1,1,0,1,1,0
0.0125,0.031425107138144774,1,0,0,1,1,0,1,1,0,0,0,1
0.525,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.2125,0.013907073811135496,0,0,0,1,0,1,1,1,0,1,1,0
0.625,0.1091095334796455,0,1,0,0,0,1,1,0,0,1,1,0
0.175,0.23422440102965045,1,1,0,0,1,0,1,0,0,1,0,0
0.2625,0.06709553154495196,0,0,0,1,1,0,1,0,0,1,0,0
0.3,0.03659756266088288,1,0,1,0,1,0,1,0,0,1,0,0
0.8,0.5133418122566505,0,1,0,0,0,1,1,0,0,1,0,0
0.3875,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.5625,0.05123658772523604,1,0,1,0,1,0,1,0,0,1,0,0
0.25,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.015175789316712771,0,0,0,1,0,1,1,0,0,1,1,0
0.35,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.015834545444608664,1,0,0,1,0,1,1,1,0,0,0,1
0.05,0.15977676072337862,1,1,0,0,0,1,1,1,0,1,0,0
0.1625,0.0380614651673182,1,0,1,0,1,0,1,1,0,1,0,0
0.425,0.051822148727810165,1,1,0,0,0,1,1,1,0,1,1,0
0.0625,0.03758969818624431,1,0,0,1,1,0,1,0,0,1,0,0
0.65,0.05953203526170282,1,1,0,0,0,1,1,1,0,1,1,0
0.45,0.05416439273810667,0,0,1,0,0,1,1,0,0,1,0,0
0.0125,0.03897240290032268,0,0,0,1,0,1,1,1,0,0,0,1
0.375,0.05416439273810667,0,1,0,0,0,1,1,1,0,1,1,0
0.6125,0.17391981561855152,1,1,0,0,0,1,1,0,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.3625,0.015411575213749284,1,0,0,1,0,1,1,1,0,1,1,0
0.8125,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.0125,0.10122885832000206,1,1,0,0,1,0,1,1,0,0,0,1
0.625,0.020494635090094415,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.6,0.051822148727810165,1,1,0,0,0,1,1,1,0,1,1,0
0.425,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.5875,0.07514699533034619,0,1,0,0,0,1,1,1,0,1,1,0
0.6,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.475,0.013760683560491965,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.042254293698436224,0,0,1,0,0,1,1,1,0,0,0,1
0.7,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015078195816283748,0,0,0,1,0,1,1,1,0,0,0,1
0.009375,0.03758969818624431,1,0,0,1,1,0,1,0,0,1,0,0
0.0,0.014151057562208049,0,0,0,1,0,1,1,1,0,0,0,1
0.475,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.4125,0.05416439273810667,1,0,1,0,1,0,1,0,0,1,0,0
0.2875,0.026919605597338588,1,0,1,0,1,0,1,1,0,1,1,0
0.275,0.019201521209409888,0,0,0,1,1,0,1,1,0,1,1,0
0.0,0.10149724044618187,0,1,0,0,0,1,1,1,0,0,0,1
0.425,0.04098927018018883,0,0,1,0,0,1,1,0,0,1,1,0
0.3625,0.013752485706455927,0,0,0,1,0,1,1,0,0,1,1,0
0.275,0.014679623960531627,0,0,0,1,0,1,1,1,0,1,1,0
0.025,0.023983602730431916,1,0,0,1,1,0,1,1,0,1,0,0
0.1125,0.09154270340242172,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.042254293698436224,0,0,1,0,0,1,1,1,0,0,0,1
0.625,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.7875,0.018713553707264782,1,0,0,1,1,0,1,1,0,1,1,0
0.3125,0.17777475888549785,1,1,0,0,0,1,1,0,0,1,1,0
0.0375,0.04970768794751499,0,0,0,1,1,0,1,0,0,0,0,1
0.4375,0.17566830077223786,1,1,0,0,1,0,1,0,0,1,1,0
0.725,0.057970539254838485,0,1,0,0,0,1,1,1,0,1,1,0
0.375,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.1125,0.031034733136428686,1,0,0,1,0,1,1,0,0,1,0,0
0.0125,0.03897240290032268,0,0,0,1,0,1,1,1,0,0,0,1
0.2625,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.6875,0.05953203526170282,0,1,0,0,0,1,1,1,0,1,1,0
0.8875,0.09662576327876685,0,1,0,0,0,1,1,1,0,1,1,0
0.2625,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.028220722145058292,0,0,0,1,0,1,1,1,0,0,0,1
0.675,0.1527664244005612,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.029473237129564348,0,0,0,1,0,1,1,1,0,0,0,1
0.3125,0.29580589980036276,0,1,0,0,1,0,1,0,0,1,0,0
0.3,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.2125,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.2625,0.015126992566498259,0,0,0,1,1,0,1,1,0,1,1,0
0.0,0.014891206669461744,0,0,0,1,1,0,1,1,0,0,0,1
0.4625,0.018713553707264782,0,0,0,1,1,0,1,1,0,1,1,0
0.2,0.16883675574220638,1,1,0,0,1,0,1,1,0,1,1,0
0.225,0.2125586439344078,0,1,0,0,0,1,1,0,0,1,1,0
0.4125,0.050748620223090936,1,0,1,0,1,0,1,1,0,1,0,0
0.0,0.051822148727810165,1,1,0,0,0,1,1,1,0,0,0,1
0.35,0.04396587194327397,0,0,0,1,0,1,1,1,0,1,1,0
0.325,0.11027245763075773,1,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.015126992566498259,1,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.45,0.05130978285055781,1,1,0,0,0,1,1,1,0,1,1,0
0.675,0.11594107850967697,1,1,0,0,1,0,1,0,0,1,1,0
0.3,0.014630827210317115,0,0,0,1,0,1,1,1,0,1,1,0
0.5875,0.06640417918791278,0,1,0,0,0,1,1,1,0,1,1,0
0.425,0.020494635090094415,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.04713766070721715,0,0,0,1,0,1,1,1,0,0,0,1
0.45,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.4,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.18249984580226933,1,1,0,0,1,0,1,1,0,1,1,0
0.275,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.014102260811993537,0,0,0,1,0,1,1,1,0,0,0,1
0.55,0.11316786160148591,1,1,0,0,1,0,1,1,0,1,0,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.50625,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.625,0.020494635090094415,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.4328841690069588,0,1,0,0,0,1,1,1,0,0,0,1
0.4875,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.2875,0.022446505098674834,0,0,1,0,0,1,1,0,0,1,0,0
0.025,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,0,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.2125,0.014110458666029575,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.04364049521284361,1,0,0,1,1,0,1,0,0,0,0,1
0.375,0.016908073949327893,0,0,0,1,1,0,1,1,0,1,1,0
0.0875,0.05123658772523604,1,0,1,0,1,0,1,1,0,1,0,0
0.5625,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.375,0.20772776566317125,1,1,0,0,1,0,1,1,0,1,1,0
0.0,0.028302115124416098,0,0,0,1,0,1,1,1,0,0,0,1
0.275,0.09661756542473081,1,1,0,0,1,0,1,1,0,1,0,0
0.45,0.13858277060920984,1,1,0,0,1,0,1,1,0,1,0,0
0.1125,0.06104473451835265,0,0,0,1,1,0,1,0,0,1,0,0
0.1375,0.06104473451835265,0,0,0,1,1,0,1,0,0,1,0,0
0.4,0.050748620223090936,1,0,1,0,0,1,1,0,0,1,1,0
0.625,0.20772776566317125,0,1,0,0,0,1,1,0,0,1,1,0
0.8,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.2375,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.0,0.02705779799394608,1,0,1,0,0,1,1,1,0,0,0,1
0.4125,0.04006213192611313,0,0,0,1,0,1,1,0,0,1,0,0
0.1,0.07173122281533045,1,0,1,0,0,1,1,0,0,1,0,0
0.2125,0.21642978772242535,1,1,0,0,0,1,1,1,0,1,0,0
0.3375,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015281580671177828,0,0,0,1,0,1,1,1,0,0,0,1
0.275,0.014102260811993537,1,0,0,1,0,1,1,1,0,1,1,0
0.275,0.015175789316712771,1,0,0,1,1,0,1,1,0,1,1,0
0.775,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.6,0.07729405233978466,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.4440992237022602,0,1,0,0,0,1,1,1,0,0,0,1
0.4875,0.1554664461834305,1,1,0,0,1,0,1,0,0,1,0,0
0.45,0.033962538149299316,1,0,0,1,1,0,1,0,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.5,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.35,0.026350245115835676,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015712553569072387,0,0,0,1,1,0,1,1,0,0,0,1
0.3,0.04713766070721715,0,0,0,1,0,1,1,0,0,1,1,0
0.2375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.04113566043083236,0,0,0,1,1,0,1,1,0,1,0,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.4,0.015330377421392339,1,0,0,1,0,1,1,1,0,1,1,0
0.775,0.020494635090094415,1,0,1,0,0,1,1,1,0,1,1,0
0.6625,0.10048070654571319,1,1,0,0,1,0,1,0,0,1,1,0
0.45,0.051504969851415845,1,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.2,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.2375,0.028302115124416098,0,0,0,1,0,1,1,1,0,1,1,0
0.425,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.4875,0.1091095334796455,1,1,0,0,1,0,1,0,0,1,1,0
0.0125,0.028220722145058292,0,0,0,1,1,0,1,1,0,0,0,1
0.4,0.015468569817999833,1,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.05855610025741261,1,0,1,0,1,0,1,0,0,1,0,0
0.4875,0.21642978772242535,1,1,0,0,1,0,1,0,0,1,0,0
0.675,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.45,0.07831878409428937,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.017005667449756914,0,0,0,1,0,1,1,1,0,0,0,1
0.225,0.1554664461834305,1,1,0,0,1,0,1,1,0,1,0,0
0.5875,0.029278050128706306,0,0,1,0,0,1,1,1,0,1,1,0
0.75,0.15458810467956932,1,1,0,0,0,1,1,0,0,1,0,0
0.275,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.4375,0.013907073811135496,0,0,0,1,0,1,1,1,0,1,1,0
0.65,0.1527664244005612,1,1,0,0,1,0,1,0,0,1,1,0
0.5875,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,1,0,1,0,0,0,0,1
0.4625,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.45,0.04713766070721715,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.06441171028315387,1,0,1,0,1,0,1,1,0,0,0,1
0.6125,0.0,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.014102260811993537,0,0,0,1,0,1,1,1,0,0,0,1
0.6125,0.11111839809247648,1,1,0,0,0,1,1,0,0,1,1,0
0.3,0.05270049023167135,1,0,1,0,1,0,1,0,0,1,0,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.08275928836380983,0,1,0,0,0,1,1,1,0,0,0,1
0.55,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.4375,0.051822148727810165,1,1,0,0,0,1,1,1,0,1,1,0
0.45,0.030351578633425542,0,0,0,1,0,1,1,0,0,1,1,0
0.375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.3375,0.05953203526170282,1,1,0,0,0,1,1,1,0,1,1,0
0.275,0.08115719346076702,1,0,1,0,1,0,1,0,0,1,0,0
0.5,0.2995388511917728,1,1,0,0,1,0,1,1,0,1,1,0
0.4875,0.06104473451835265,0,0,0,1,1,0,1,0,0,1,0,0
0.0,0.013760683560491965,0,0,0,1,0,1,1,1,0,0,0,1
0.0125,0.030253985132996517,1,0,0,1,1,0,1,1,0,0,0,1
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.4375,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.3,0.12687155055772734,1,0,1,0,1,0,1,0,0,1,0,0
0.425,0.028106928123558056,0,0,0,1,0,1,1,0,0,1,0,0
0.325,0.031425107138144774,0,0,0,1,1,0,1,0,0,1,1,0
0.05,0.0761229303346364,1,0,1,0,1,0,1,0,0,1,0,0
0.325,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.3375,0.028212719478023115,0,0,0,1,0,1,1,0,0,1,1,0
0.525,0.10257896680493714,1,1,0,0,0,1,1,0,0,1,1,0
0.25,0.030725752114070404,1,0,0,1,0,1,1,0,0,1,0,0
0.2625,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.2625,0.031425107138144774,0,0,0,1,0,1,1,1,0,1,1,0
0.7625,0.06308600017332605,0,1,0,0,0,1,1,1,0,1,1,0
0.7125,0.024105594605968193,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.15216446768991498,1,1,0,0,1,0,1,1,0,1,1,0
0.325,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015094396337354966,0,0,0,1,0,1,1,1,0,0,0,1
1.0,0.05855610025741261,1,1,0,0,0,1,1,1,0,1,1,0
0.6375,0.013768881414528002,0,0,0,1,0,1,1,1,0,1,1,0
0.4,0.05953203526170282,1,1,0,0,0,1,1,1,0,1,1,0
0.0,0.17240748416740642,0,1,0,0,0,1,1,1,0,0,0,1
0.1125,0.05445717323939373,0,0,0,1,1,0,1,0,0,1,0,0
0.35,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.4,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.3875,0.05123658772523604,0,0,1,0,0,1,1,0,0,1,0,0
0.5125,0.07746484096553544,0,0,0,1,1,0,1,1,0,1,0,0
0.0125,0.031425107138144774,0,0,0,1,0,1,1,1,0,0,0,1
0.25,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.3,0.13526459159462315,1,1,0,0,1,0,1,1,0,1,1,0
0.025,0.05445717323939373,0,0,0,1,1,0,1,0,0,1,0,0
0.0,0.11027245763075773,1,0,0,1,0,1,1,1,0,0,0,1
0.009375,0.03758969818624431,1,0,0,1,1,0,1,0,0,1,0,0
0.6,0.1497654242623688,1,1,0,0,0,1,1,0,0,1,1,0
0.2375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.7,0.06929138530460492,1,1,0,0,0,1,1,1,0,1,1,0
0.0,0.014736618564782174,0,0,0,1,0,1,1,1,0,0,0,1
0.2875,0.014736618564782174,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.225,0.04489301019734967,1,0,1,0,1,0,1,1,0,1,0,0
0.2625,0.01646070534336126,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015281580671177828,1,0,0,1,1,0,1,1,0,0,0,1
0.225,0.013175122557917838,0,0,0,1,1,0,1,1,0,1,1,0
0.3,0.1434624456306609,0,0,1,0,0,1,1,0,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.4,0.030253985132996517,0,0,0,1,1,0,1,0,0,1,0,0
0.2875,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.725,0.22109807522194713,0,1,0,0,0,1,1,1,0,1,0,0
0.625,0.2608674266467732,1,1,0,0,0,1,1,0,0,1,1,0
0.5,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.5875,0.04994347384455151,0,1,0,0,0,1,1,1,0,1,1,0
0.45,0.014630827210317115,0,0,0,1,0,1,1,1,0,1,1,0
0.25,0.015468569817999833,1,0,0,1,0,1,1,0,0,1,1,0
0.4,0.1434624456306609,0,0,1,0,0,1,1,0,0,1,1,0
0.3125,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015175789316712771,0,0,0,1,0,1,1,1,0,0,0,1
0.5375,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0125,0.10149724044618187,1,1,0,0,1,0,1,1,0,0,0,1
0.5,0.0761229303346364,1,0,1,0,1,0,1,0,0,1,0,0
0.3875,0.10149724044618187,0,1,0,0,0,1,1,0,0,1,1,0
0.875,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.3875,0.025374310111545468,1,0,1,0,0,1,1,1,0,1,1,0
0.0,0.042254293698436224,0,0,1,0,0,1,1,1,0,0,0,1
0.225,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.30625,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.019209719063445922,1,0,0,1,1,0,1,1,0,1,1,0
0.5375,0.09154270340242172,0,0,0,1,1,0,1,0,0,1,0,0
0.45,1.0,1,1,0,0,0,1,1,1,0,1,0,0
0.0,0.01588334219482317,0,0,0,1,1,0,1,1,0,0,0,1
0.3375,0.1497654242623688,1,1,0,0,0,1,1,1,0,1,1,0
0.25,0.01800600082915438,0,0,0,1,0,1,1,1,0,1,1,0
0.175,0.09154270340242172,0,0,0,1,0,1,1,0,0,1,0,0
0.75,0.0761229303346364,0,0,1,0,0,1,1,0,0,1,0,0
0.3125,0.08115719346076702,0,0,1,0,0,1,1,0,0,1,0,0
0.175,0.07746484096553544,0,0,0,1,0,1,1,0,0,1,0,0
0.2375,0.019852079483269742,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.1875,0.41250332793836464,1,1,0,0,1,0,1,1,0,1,0,0
0.3875,0.11125659048908397,1,1,0,0,0,1,1,0,0,1,1,0
0.05,0.026187654344120927,1,0,0,1,1,0,1,1,0,1,0,0
0.0,0.11027245763075773,1,0,0,1,0,1,1,1,0,0,0,1
0.3125,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.75,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.65,0.026350245115835676,0,0,1,0,0,1,1,1,0,1,1,0
0.55,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015094396337354966,1,0,0,1,1,0,1,1,0,0,0,1
0.6125,0.21642978772242535,0,1,0,0,0,1,1,0,0,1,0,0
0.525,0.014931805565640218,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.4440992237022602,1,1,0,0,1,0,1,0,0,1,1,0
0.4375,0.05130978285055781,1,1,0,0,0,1,1,1,0,1,1,0
0.225,0.028212719478023115,0,0,0,1,1,0,1,1,0,1,0,0
0.3125,0.01511079204542704,0,0,0,1,0,1,1,1,0,1,1,0
0.325,0.015330377421392339,0,0,0,1,0,1,1,0,0,1,1,0
0.4875,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.5625,0.026350245115835676,1,0,1,0,1,0,1,1,0,1,1,0
0.525,0.05130978285055781,1,1,0,0,0,1,1,1,0,1,1,0
0.275,0.29580589980036276,1,1,0,0,1,0,1,1,0,1,1,0
0.0125,0.029757819776815374,1,0,0,1,0,1,1,0,0,0,0,1
0.3,0.09662576327876685,1,1,0,0,1,0,1,1,0,1,1,0
0.0,0.051822148727810165,0,1,0,0,0,1,1,1,0,0,0,1
0.6,0.10149724044618187,1,1,0,0,0,1,1,0,0,1,1,0
0.3625,0.018510168852370702,0,0,0,1,0,1,1,1,0,1,1,0
0.65,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.2375,0.014931805565640218,0,0,0,1,0,1,1,1,0,1,1,0
0.475,0.4440992237022602,1,1,0,0,1,0,1,1,0,1,1,0
0.3375,0.020494635090094415,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.030253985132996517,0,0,0,1,0,1,1,1,0,0,0,1
0.4125,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.075,0.06441171028315387,1,0,1,0,1,0,1,1,0,1,0,0
0.2125,0.013768881414528002,0,0,0,1,0,1,1,0,0,1,1,0
0.425,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.625,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.3375,0.10364429745562033,1,1,0,0,0,1,1,0,0,1,1,0
0.25,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.04098927018018883,1,0,1,0,1,0,1,0,0,1,1,0
0.0,0.015102594191391002,1,0,0,1,1,0,1,1,0,0,0,1
0.3125,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.3125,0.015468569817999833,0,0,0,1,1,0,1,0,0,1,1,0
0.3625,0.41250332793836464,1,1,0,0,1,0,1,1,0,1,1,0
0.1375,0.036670757786204655,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.042254293698436224,0,0,1,0,0,1,1,1,0,0,0,1
0.2875,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.2875,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.35625,0.031425107138144774,0,0,0,1,0,1,1,1,0,1,1,0
0.6,0.06709553154495196,0,0,0,1,1,0,1,0,0,1,0,0
0.4375,1.0,1,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.05855610025741261,1,1,0,0,0,1,1,1,0,0,0,1
0.45,0.15390495017656614,0,1,0,0,0,1,1,0,0,1,1,0
